fecha,ph,conductividad_us_cm,temperatura_agua_c,oxigeno_disuelto_mg_l,temperatura_sistema_c,voltaje_v,senal_csq
2026-01-22 00:13:10,,,,,25.75,12.38,23
2026-01-22 01:15:40,,,,,24.5,12.38,23
2026-01-22 02:18:09,,,,,23.5,12.34,26
2026-01-22 03:20:43,,,,,22.75,12.35,31
2026-01-22 04:23:15,,,,,22,12.35,23
2026-01-22 05:25:49,,,,,21.5,12.34,25
2026-01-22 06:28:21,,,,,20.75,12.33,27
2026-01-22 07:30:55,,,,,20.75,12.33,24
2026-01-22 08:33:34,,,,,24.5,12.36,25
2026-01-22 09:36:29,,,,,28.25,12.39,26
2026-01-22 10:39:23,,,,,35.25,12.4,28
2026-01-22 11:42:14,,,,,39,12.41,27
2026-01-22 12:44:54,,,,,39.25,12.42,26
2026-01-22 13:47:02,8.89,2523,24.44,,39.25,12.42,29
2026-01-22 14:49:32,,,,,39,12.42,28
2026-01-22 15:52:09,,,,,39.75,12.43,29
2026-01-22 16:54:47,,,,,40.25,12.44,30
2026-01-22 17:57:22,,,,,39.75,12.46,26
2026-01-22 18:59:54,,,,,38.75,12.44,29
2026-01-22 20:02:26,,,,,36.75,12.44,28
2026-01-22 21:04:48,,,,,32,12.43,22
2026-01-22 22:07:13,,,,,30.5,12.4,26
2026-01-22 23:09:46,,,,,29.5,12.39,25
2026-01-23 00:12:16,,,,,28.5,12.38,25
2026-01-23 01:14:44,,,,,27,12.38,25
2026-01-23 02:17:13,,,,,25.75,12.37,26
2026-01-23 03:19:43,,,,,24.25,12.36,25
2026-01-23 04:22:14,,,,,23.75,12.34,26
2026-01-23 05:24:47,,,,,23,12.35,25
2026-01-23 06:27:20,,,,,22.5,12.33,31
2026-01-23 07:29:54,,,,,22.25,12.33,27
2026-01-23 08:32:36,,,,,26.5,12.36,23
2026-01-23 09:35:33,,,,,30.25,12.39,26
2026-01-23 10:38:06,9.04,2329,26.12,,36.75,12.41,27
2026-01-23 11:40:56,,,,,40.25,12.41,27
2026-01-23 12:43:27,,,,,38.5,12.42,31
2026-01-23 14:48:57,,,,,39.25,12.42,23
2026-01-23 15:51:32,,,,,39.5,12.44,24
2026-01-23 16:54:06,,,,,39.25,12.44,26
2026-01-23 17:56:41,,,,,39.25,12.44,31
2026-01-23 18:59:16,,,,,38.75,12.44,24
2026-01-23 20:00:56,9.43,2359,25.62,,37,12.44,25
2026-01-23 21:03:14,,,,,31.75,12.41,25
2026-01-23 22:04:57,9.44,2329,25.31,,31.25,12.4,26
2026-01-23 23:07:31,,,,,30.5,12.42,25
2026-01-24 00:08:50,9.35,2297,24.69,,28.25,12.39,23
2026-01-24 01:10:59,9.3,2342,24.69,,26.75,12.39,25
2026-01-24 02:12:53,9.23,2274,24.5,,25.5,12.37,25
2026-01-24 03:14:22,9.24,2278,24.25,,24.5,12.36,26
2026-01-24 04:16:16,9.27,2272,24.19,,23.5,12.35,25
2026-01-24 05:17:03,9.3,2260,23.94,,22.75,12.35,26
2026-01-24 06:19:36,,,,,22.5,12.34,22
2026-01-24 07:22:07,,,,,22,12.34,23
2026-01-24 08:24:47,,,,,24.75,12.34,25
2026-01-24 09:27:25,9.16,2230,23.94,,29,12.39,23
2026-01-24 10:30:15,,,,,35.75,12.4,23
2026-01-24 11:33:04,,,,,38.75,12.42,29
2026-01-24 12:35:44,,,,,39.75,12.41,26
2026-01-24 13:38:18,,,,,38.75,12.42,27
2026-01-24 14:40:51,,,,,37.5,12.42,23
2026-01-24 15:43:03,9.36,2404,23.94,,37.5,12.44,23
2026-01-24 16:45:40,,,,,38.25,12.44,24
2026-01-24 17:48:19,,,,,39,12.44,29
2026-01-24 18:49:44,9.31,2340,25.75,,38.5,12.44,26
2026-01-24 19:52:16,,,,,37.5,12.46,26
2026-01-24 20:54:40,,,,,32,12.41,25
2026-01-24 21:57:00,9.49,2292,25.81,,31,12.4,30
2026-01-24 22:58:50,9.35,2261,25,,29,12.39,25
2026-01-25 00:01:10,9.27,2260,25.06,,27,12.39,23
2026-01-25 01:03:40,,,,,25.5,12.38,27
2026-01-25 02:05:29,9.25,2236,24.12,,24,12.38,25
2026-01-25 03:07:59,,,,,23,12.36,25
2026-01-25 04:10:30,,,,,22,12.35,26
2026-01-25 05:12:46,9.24,2240,24.12,,21.5,12.35,25
2026-01-25 06:15:21,,,,,21.25,12.33,25
2026-01-25 07:16:44,9.21,2199,23.5,,20.5,12.33,26
2026-01-25 08:18:47,9.23,2190,23.31,,23.75,12.35,25
2026-01-25 09:20:09,9.18,2191,23.56,,28.25,12.4,25
2026-01-25 10:22:45,9.1,2201,23.75,,33.5,12.4,23
2026-01-25 11:24:42,9.09,2219,24.94,,37.75,12.41,25
2026-01-25 12:25:48,9.37,2299,25.06,,33.75,12.41,23
2026-01-25 13:27:16,9.5,2233,25.19,,32,12.41,26
2026-01-25 14:28:54,9.41,2235,25,,32.25,12.41,29
2026-01-25 15:30:17,9.41,2317,24.81,,31.75,12.44,23
2026-01-25 16:32:35,9.38,2319,24.81,,31.25,12.41,24
2026-01-25 17:35:01,,,,,30.25,12.41,26
2026-01-25 18:37:29,,,,,28,12.41,22
2026-01-25 19:39:34,9.43,2311,24.44,,26,12.4,26
2026-01-25 20:41:23,9.32,2304,23.69,,25.5,12.39,24
2026-01-25 21:43:36,9.3,2279,23.62,,24.75,12.38,24
2026-01-25 22:44:49,9.25,2260,23.44,,24,12.38,26
2026-01-25 23:45:38,9.38,2242,23.12,,23.75,12.37,27
2026-01-26 00:46:31,9.39,2237,22.88,,23,12.35,28
2026-01-26 01:48:08,9.32,2328,22.75,,24,12.35,26
2026-01-26 02:49:31,9.18,2232,22.75,,23.75,12.35,25
2026-01-26 03:51:06,9.15,2218,22.62,,23.75,12.35,26
2026-01-26 04:52:14,9.09,2302,22.44,,23.75,12.35,22
2026-01-26 05:53:33,9.09,2203,22.44,,24,12.34,26
2026-01-26 06:55:00,9.1,2200,22.31,,23.5,12.33,25
2026-01-26 07:56:37,9.11,2191,22.25,,22.75,12.35,26
2026-01-26 08:59:27,,,,,27.75,12.37,25
2026-01-26 10:01:29,9.12,2183,22.81,,30.25,12.39,28
2026-01-26 11:04:22,,,,,35,12.4,29
2026-01-26 12:07:09,,,,,37.75,12.42,29
2026-01-26 13:09:46,,,,,38.75,12.43,29
2026-01-26 14:12:24,,,,,38.75,12.42,25
2026-01-26 15:15:07,,,,,40.75,12.44,28
2026-01-26 16:17:37,,,,,39.5,12.43,30
2026-01-26 17:20:07,,,,,38.25,12.44,26
2026-01-26 18:21:15,9.26,2311,25.88,,37.25,12.44,30
2026-01-26 19:22:57,9.33,2308,25.38,,35.75,12.45,27
2026-01-26 20:24:42,9.27,2298,24.62,,32.5,12.42,26
2026-01-26 21:26:06,9.37,2275,24.25,,28,12.4,30
2026-01-26 22:28:04,9.38,2259,24.19,,26.75,12.39,26
2026-01-26 23:30:12,9.38,2270,23.69,,26,12.37,27
2026-01-27 00:31:49,9.39,2267,23.12,,25.25,12.38,28
2026-01-27 01:34:21,,,,,24.25,12.38,30
2026-01-27 02:36:17,9.28,2218,23.12,,23,12.36,22
2026-01-27 03:37:16,9.25,2218,22.81,,21.5,12.34,23
2026-01-27 04:38:35,9.23,2235,22.69,,20.75,12.34,23
2026-01-27 05:40:11,9.22,2201,22.44,,20.5,12.33,26
2026-01-27 06:40:58,9.21,2195,22.38,,19.5,12.32,30
2026-01-27 07:42:59,9.2,2195,22.38,,20,12.33,27
2026-01-27 08:45:19,9.18,2179,22.19,,26.75,12.38,24
2026-01-27 09:47:29,9.11,2181,22.56,,29.5,12.39,26
2026-01-27 10:50:28,,,,,35.75,12.4,27
2026-01-27 11:53:08,8.95,2299,22.5,,38.75,12.46,30
2026-01-27 12:55:36,8.91,2337,25.94,,39.75,12.42,27
2026-01-27 13:58:09,,,,,39.75,12.43,29
2026-01-27 15:00:35,8.82,2333,25.44,,40.25,12.45,30
2026-01-27 16:03:06,,,,,39.75,12.44,29
2026-01-27 17:05:41,,,,,40.25,12.45,30
2026-01-27 18:08:18,,,,,40.25,12.46,29
2026-01-27 19:10:50,,,,,39,12.45,27
2026-01-27 20:13:19,,,,,36,12.44,27
2026-01-27 21:15:33,,,,,30.5,12.41,30
2026-01-27 22:18:00,,,,,29.5,12.4,27
2026-01-27 23:20:33,,,,,29.25,12.39,27
2026-01-28 00:23:06,,,,,27.75,12.39,31
2026-01-28 01:25:33,,,,,25.75,12.38,23
2026-01-28 02:28:01,,,,,24,12.37,26
2026-01-28 03:30:31,,,,,23.25,12.36,25
2026-01-28 04:33:03,,,,,22.5,12.35,22
2026-01-28 05:35:35,,,,,22,12.33,25
2026-01-28 06:37:31,9.29,2318,24.81,,21.5,12.34,28
2026-01-28 07:39:19,9.2,2301,22.75,,21.5,12.34,27
2026-01-28 08:41:42,9.18,2299,22.75,,27.75,12.38,23
2026-01-28 09:44:16,9.14,2322,22.75,,31.75,12.39,26
2026-01-28 10:46:44,9.01,2269,23.12,,39,12.41,26
2026-01-28 11:49:31,,,,,41.5,12.44,28
2026-01-28 12:52:10,,,,,43,12.44,25
2026-01-28 13:54:14,8.66,2472,23.81,,44,12.45,30
2026-01-28 14:56:47,,,,,42.5,12.43,27
2026-01-28 15:59:12,9.03,2523,25.88,,42.5,12.45,26
2026-01-28 17:01:58,,,,,43,12.46,27
2026-01-28 18:04:33,,,,,43.25,12.46,31
2026-01-28 19:07:04,,,,,42.75,12.47,26
2026-01-28 20:09:14,9.14,2397,27.38,,40.5,12.47,25
2026-01-28 21:11:30,,,,,34.75,12.42,27
2026-01-28 22:14:00,,,,,33.75,12.42,30
2026-01-28 23:15:58,9.26,2366,23.88,,33.25,12.39,30
2026-01-29 00:16:47,9.19,2359,23.94,,30,12.39,30
2026-01-29 01:18:06,9.16,2326,23.69,,27.5,12.39,26
2026-01-29 02:20:34,,,,,25.25,12.36,25
2026-01-29 03:23:02,,,,,24.5,12.35,26
2026-01-29 04:25:33,,,,,23.5,12.36,25
2026-01-29 05:28:03,,,,,23,12.33,25
2026-01-29 06:29:44,9.28,2328,23.31,,22.75,12.33,26
2026-01-29 07:32:02,9.23,2318,23.25,,23,12.35,23
2026-01-29 08:34:44,,,,,28.75,12.37,26
2026-01-29 09:37:44,,,,,33.25,12.4,31
2026-01-29 10:40:41,,,,,40.75,12.42,25
2026-01-29 11:43:30,,,,,41.5,12.43,26
2026-01-29 12:45:55,,,,,39,12.44,26
2026-01-29 13:48:25,,,,,38.25,12.42,28
2026-01-29 14:50:59,,,,,38.5,12.44,27
2026-01-29 15:53:34,,,,,38.75,12.44,29
2026-01-29 16:56:10,,,,,39.5,12.45,27
2026-01-29 17:58:46,,,,,39.5,12.44,31
2026-01-29 19:01:19,,,,,39,12.44,28
2026-01-29 20:03:51,,,,,37,12.46,30
2026-01-29 21:05:58,9.29,2373,23.12,,31.5,12.41,29
2026-01-29 22:07:21,9.31,2385,25.06,,31,12.4,30
2026-01-29 23:09:53,,,,,29.5,12.39,24
2026-01-30 00:12:20,,,,,28,12.39,22
2026-01-30 01:14:50,,,,,26.75,12.39,26
2026-01-30 02:16:57,9.28,2377,24.75,,26,12.37,25
2026-01-30 03:18:03,9.24,2346,23.81,,25,12.37,25
2026-01-30 04:20:06,9.2,2327,23.75,,24.5,12.35,27
2026-01-30 05:21:28,9.22,2335,23.62,,23.75,12.33,25
2026-01-30 06:23:03,9.22,2338,23.5,,23.75,12.35,25
2026-01-30 07:24:07,9.21,2317,23.44,,24.25,12.33,30
2026-01-30 08:26:47,,,,,26.25,12.39,30
2026-01-30 09:29:38,,,,,29.75,12.39,25
2026-01-30 10:32:26,,,,,35.5,12.41,30
2026-01-30 11:35:16,,,,,40,12.42,30
2026-01-30 12:37:56,,,,,40,12.43,23
2026-01-30 13:40:30,,,,,38.5,12.43,26
2026-01-30 14:43:03,,,,,38.5,12.44,27
2026-01-30 15:45:37,,,,,39,12.44,22
2026-01-30 16:48:14,,,,,39.5,12.45,24
2026-01-30 17:50:49,,,,,39.5,12.44,27
2026-01-30 18:53:22,,,,,38.75,12.45,23
2026-01-30 19:55:54,,,,,37.75,12.45,25
2026-01-30 20:58:17,,,,,32,12.41,25
2026-01-30 22:00:37,,,,,29.75,12.41,26
2026-01-30 23:03:09,,,,,30.5,12.4,26
2026-01-31 00:04:43,9.2,2333,24.75,,28,12.39,25
2026-01-31 01:07:02,9.17,2361,24.62,,26.25,12.38,23
2026-01-31 02:08:17,9.17,2363,24.12,,25.5,12.38,23
2026-01-31 03:10:04,9.23,2391,24.06,,24.75,12.37,26
2026-01-31 04:12:07,9.22,2394,23.94,,24.25,12.35,23
2026-01-31 05:13:53,9.23,2386,23.81,,23.5,12.39,25
2026-01-31 06:15:18,9.22,2365,23.69,,23,12.34,25
2026-01-31 07:16:48,9.19,2363,23.56,,23,12.34,24
2026-01-31 08:18:34,9.16,2371,23.44,,24.25,12.36,25
2026-01-31 09:19:31,9.08,2368,23.94,,29,12.39,26
2026-01-31 10:22:17,,,,,32.5,12.41,26
2026-01-31 11:24:58,,,,,33.75,12.41,27
2026-01-31 12:27:36,,,,,33.25,12.41,25
2026-01-31 13:30:07,,,,,32,12.41,27
2026-01-31 14:32:45,,,,,32.5,12.41,28
2026-01-31 15:35:19,,,,,33,12.42,28
2026-01-31 16:37:55,,,,,33.75,12.42,23
2026-01-31 17:40:36,,,,,33.75,12.42,28
2026-01-31 18:42:13,9.22,2385,24.69,,29.5,12.41,26
2026-01-31 19:43:12,9.22,2377,24.12,,27.5,12.39,30
2026-01-31 20:44:05,9.19,2377,24,,27,12.39,27
2026-01-31 21:45:17,9.15,2366,23.81,,27,12.39,31
2026-01-31 22:46:19,9.13,2345,23.75,,26,12.37,30
2026-01-31 23:47:23,9.1,2320,23.62,,25.25,12.36,27
